Target	total_coverage	average_coverage
chr17:4784279-4784336	353	8.56932807172338
chr17:4784427-4784553	4026	39.4727176517522
chr17:4787658-4787769	2786	30.1913642088603
chr17:4788207-4788298	4232	59.6690241043245
chr17:4788778-4788909	2830	27.9393880885097
chr17:4789206-4789261	1517	35.1398665866555
chr17:4789415-4789494	480	8.31824904697968
chr17:4789746-4789922	4175	30.5998321439351
chr17:4790405-4790475	1378	24.468258204408
chr17:4790875-4791086	4049	26.4797594662186
chr17:4792942-4793059	1291	28.0249478052481
chr17:4793812-4794031	2263	14.2657971155702
chr17:4794246-4794420	4279	34.5497320634076
chr17:4794751-4795012	8650	48.6461226254175
chr17:4795444-4795530	2872	48.6313903048163
chr17:4795697-4795808	6984	92.3902143219778
chr17:4795951-4796064	10807	156.507369152687
chr17:4796274-4796363	1966	32.1753881931896
chr17:4796581-4796605	1176	53.6564309421445
chr17:4796729-4796893	5795	49.4938055242787
chr17:4797283-4797389	5414	74.545542242463
chr17:4797469-4797607	2139	21.3363088055029
chr17:4797820-4797929	3525	43.8205545816113
chr17:4798370-4798538	5119	41.9932939388358
chr17:4798645-4798789	7888	76.1672221132295
chr17:4798993-4799128	5478	54.2441448535399
chr17:4799298-4799399	7078	86.4041601847029
chr17:4799488-4799638	9559	87.7575274456356
chr17:4799724-4799884	4895	41.5645821928544
chr17:4799969-4800109	3954	36.5401325560546
chr17:4800499-4800583	3325	46.1878877047215
chr17:4803058-4803124	2855	59.6596568794983
chr17:4803231-4803441	7089	47.2971938137092
chr17:4803532-4803829	9949	55.1242727427027
chr17:4841036-4841192	11689	100.260093950994
chr17:4841318-4841370	2593	57.7584730704237
chr17:4841449-4841549	3868	49.6809483303398
chr17:4841634-4841725	3824	57.6316021471576
chr17:4841807-4841898	3851	56.371894328927
chr17:4842064-4842271	8714	58.6515612927056
chr17:4842355-4842508	5187	43.8898596465022
chr17:4843111-4843206	6138	112.066010622155
chr17:4994800-4996309	62008	45.9494697645585
chr17:5085128-5087552	76854	35.463679903528
chr17:6939702-6939901	7427	52.3405449080784
chr17:6940046-6940190	9603	91.819605730244
chr17:6941471-6942209	38763	73.4369632323325
chr17:6943082-6943282	10860	70.0851602686229
chr17:7216075-7216159	926	15.0976220202681
chr17:7216348-7216444	1811	26.3821471420785
chr17:7216531-7216611	3684	58.9945047014061
chr17:7216699-7216789	3868	58.1220522703369
chr17:7216887-7217041	6194	55.3995386528847
chr17:7217225-7217308	5100	83.0061113463221
chr17:7217399-7217479	3977	61.8954908725621
chr17:7217610-7217723	5947	58.3824607310525
chr17:7217807-7217917	3389	34.165545833219
chr17:7218278-7218372	1718	26.6360356471093
chr17:7342940-7343133	3562	68.1688928680397
chr17:7344790-7344901	3236	39.5000256431436
chr17:7345095-7345199	2995	39.5394104699768
chr17:7345913-7346112	6858	46.177550323433
chr17:7346395-7346466	1891	37.1074013899829
chr17:7462357-7462615	4616	25.1133147620344
chr17:7462941-7463020	2133	34.5820909265498
chr17:7463163-7463211	1556	44.0312649553458
chr17:7463366-7463485	5331	56.0084859362105
chr17:7463667-7463806	3780	35.0231228438427
chr17:7464041-7464151	6942	70.7754043716076
chr17:7464316-7464323	786	219.230641283332
chr17:7554837-7554949	1808	22.1819974586125
chr17:7556692-7556821	6449	64.6489292477129
chr17:7557159-7557264	7959	85.6404089102085
chr17:7557370-7557576	13270	80.8171063103861
chr17:7557946-7558003	2720	53.4967391833881
chr17:7558845-7558944	5610	67.617648512299
chr17:7559049-7559214	6086	47.7732260879088
chr17:7836398-7836668	11799	58.6343114926297
chr17:7837456-7837541	3099	41.0978147713747
chr17:7837783-7837865	3713	58.2895909141342
chr17:7838307-7838464	4015	35.2277847139589
chr17:7839684-7839801	3671	37.4970596295476
chr17:7840019-7840136	4751	56.6504348386836
chr17:7840482-7840581	5149	67.0988382778621
chr17:7842831-7843068	8420	49.0499418803569
chr17:7843414-7843561	2505	23.8224506164658
chr17:7846709-7846843	1601	16.7590929354607
chr17:7847441-7847567	4235	46.2356009527954
chr17:7847794-7847957	2948	25.9162648244913
chr17:7849046-7849305	8305	44.7202403363337
chr17:7850889-7851041	3860	34.9782372425496
chr17:7851234-7851298	3481	69.4625269736213
chr17:7851475-7851646	12587	100.055793581352
chr17:7851805-7852004	6774	46.9565158702003
chr17:7852403-7852476	1107	20.7401676238027
chr17:7852703-7852829	5510	61.0547036177467
chr17:8092385-8093459	51745	84.3562260125797
chr17:15881361-15881478	2683	25.4479041024369
chr17:15884354-15884459	3917	41.3500464637223
chr17:15890580-15890683	2274	26.3600351686984
chr17:15897071-15897093	746	44.706696774805
chr17:16842861-16843112	5178	29.0387318569745
chr17:16843640-16843826	2618	20.1795165485472
chr17:16852052-16852298	9066	45.6986983539213
chr17:16855760-16855898	1337	13.1530026544493
chr17:16875329-16875390	1013	28.6387021202068
chr17:17880913-17881073	6211	54.3073136110982
chr17:17887142-17887259	4253	44.8768689012349
chr17:17891246-17891413	2802	20.7698716224361
chr17:17896079-17896226	8006	68.1858880101198
chr17:17897613-17897733	2079	23.8179197711851
chr17:17898313-17898426	1891	20.6578039697971
chr17:17900774-17900949	7690	49.8352352861882
chr17:17907677-17907809	5484	49.6947530866682
chr17:17909497-17909568	2800	48.0343592921665
chr17:17910338-17910462	5307	59.4496369655832
chr17:17910712-17910760	1663	37.9816123674894
chr17:17919378-17919510	4026	33.8745847484945
chr17:17919872-17919986	4323	44.0412631488665
chr17:17991338-17991402	2051	37.2502008457046
chr17:17997127-17997288	4660	37.4914270198892
chr17:18001584-18001674	3810	52.1363623999641
chr17:18002331-18002392	3132	63.6855437654142
chr17:18002947-18003038	3395	51.9424539204128
chr17:18003677-18003750	3011	51.2938395846141
chr17:18003883-18003974	1713	23.4723837076804
chr17:18004807-18004905	2398	30.1586505213072
chr17:18005235-18005312	3266	50.4661487203201
chr17:18007115-18007204	3490	48.8860923836651
chr17:18007937-18007996	3442	79.5363246375374
chr17:18009747-18009801	2118	54.4175943460869
chr17:18010468-18010555	744	11.7148674078297
chr17:18630871-18631072	1361	8.783184501705
chr17:18634383-18634549	0	0
chr17:18635352-18635448	0	0
chr17:18638190-18638774	13124	29.0951350143478
chr17:19809540-19809546	97	29.8902415754803
chr17:19812494-19812590	6142	70.8602149413503
chr17:19813239-19813292	1123	23.2768867779546
chr17:19823349-19823432	5810	77.40683934765
chr17:19827721-19827831	4925	51.4264117550046
chr17:19835118-19835292	3767	25.2250171746501
chr17:19839599-19839744	1709	13.2519984840346
chr17:19843026-19843163	5428	44.0134594700459
chr17:19844200-19844324	3424	30.6516311946239
chr17:19845139-19845224	2782	36.5366540305969
chr17:19850720-19850819	2586	35.64955839027
chr17:19861327-19861885	30763	61.5830326630213
chr17:19866153-19866336	7380	45.7516888837035
chr17:19871727-19871775	830	18.9572337508919
chr17:19880905-19880993	575	23.9853511943103
chr17:19999965-20000112	4242	40.3279051782581
chr17:20013740-20013876	5718	58.8232187523746
chr17:20059510-20059550	848	29.2224318638556
chr17:20107646-20109226	86740	61.3927888768553
chr17:20130726-20130934	3690	19.7629721393595
chr17:20135071-20135145	2088	33.7832628446412
chr17:20135513-20135723	1483	9.89581168185642
chr17:20140173-20140195	59	3.63160782834182
chr17:20149239-20149385	5086	44.8814833480354
chr17:20150532-20150633	1326	16.1875498256397
chr17:20156818-20156900	2169	36.2259745995965
chr17:20160764-20160921	5835	48.1250747252175
chr17:20163505-20163608	2517	29.3661983060458
chr17:20200274-20200391	4131	45.4133159541827
chr17:20209336-20209396	2031	39.0150056626032
chr17:20217289-20217379	3328	44.3769368616569
chr17:21318655-21319957	152187	164.350988304974
chr17:26666548-26666753	5239	35.7829249366052
chr17:26667335-26667505	11482	79.282123194582
chr17:26668263-26668353	4486	62.1476109983159
chr17:26668430-26668483	752	16.4467606269624
chr17:26669273-26669469	6155	39.3811636427462
chr17:26671390-26671627	7103	41.3694252603123
chr17:26904717-26904789	1542	24.7446522400655
chr17:26905028-26905109	5691	78.9038708763155
chr17:26905236-26905311	5054	74.4188928237491
chr17:26905391-26905547	5825	51.4345066071577
chr17:26905690-26905771	1407	19.2034315918126
chr17:26906159-26906271	5312	58.536670561794
chr17:26906383-26906504	3279	30.4196173570325
chr17:26906769-26906856	7702	108.979566210768
chr17:26907027-26907139	1298	14.4843012245568
chr17:26910529-26910668	7188	58.5612492468048
chr17:26910871-26911005	3252	29.2327155864729
chr17:26911168-26911271	9379	109.43156046443
chr17:26911351-26911499	11737	98.0840999819721
chr17:26911670-26911764	4939	60.9126169489112
chr17:26912120-26912234	9706	101.727799187844
chr17:26912337-26912430	6635	83.3436347923387
chr17:26912552-26912672	1666	18.5437406810637
chr17:26912882-26913017	4471	39.6304506788662
chr17:26913108-26913201	3444	41.0031313242431
chr17:26913443-26913518	2888	42.9178625398047
chr17:26918716-26918891	3428	25.3852276102691
chr17:26919000-26920085	69986	72.9256005389574
chr17:26925528-26925654	1517	16.3250365586408
chr17:26925914-26925965	2018	53.8052075855469
chr17:27047024-27047049	1559	80.7467459140579
chr17:27047725-27047909	3808	26.6954025231956
chr17:27049741-27049918	2279	14.3242380172028
chr17:27050589-27050659	3782	60.2847104393275
chr17:27050885-27050900	484	50.8093048759023
chr17:27225459-27225911	19099	58.4495633034439
chr17:27228008-27228320	11456	51.2448589952978
chr17:27228511-27228635	1972	21.5752995724751
chr17:27229601-27229720	1804	55.8049270047187
chr17:27229836-27229963	5294	81.2220911333716
chr17:30264266-30264540	3099	26.1825712735417
chr17:30267305-30267352	0	0
chr17:30267441-30267506	0	0
chr17:30274636-30274705	0	0
chr17:30293166-30293216	1694	37.1758739790217
chr17:30300165-30300251	0	0
chr17:30302501-30302733	375	1.80172056310129
chr17:30303540-30303634	0	0
chr17:30310018-30310124	0	0
chr17:30315339-30315517	12667	79.1973690998004
chr17:30320261-30320353	1356	28.5250727238875
chr17:30320884-30321028	3010	24.0615800773923
chr17:30321583-30321741	6764	47.6057097852976
chr17:30322583-30322782	12328	68.9801587015924
chr17:30323817-30323897	1350	19.3211242721642
chr17:30325677-30326023	11564	45.9474006630974
chr17:31318957-31318991	827	33.2501186099874
chr17:31322427-31322736	10135	45.3205935576276
chr17:31323861-31324020	3345	28.1590136268004
chr17:31324463-31324542	3913	54.7342563610461
chr17:31324730-31324797	1401	27.7415437930219
chr17:32612828-32612904	3345	61.2189895209188
chr17:32614115-32614227	5528	58.9635537472668
chr17:32614604-32614710	2673	28.2128475327453
chr17:33738357-33738947	40768	77.1942139395822
chr17:33747293-33747401	2265	23.2545051560527
chr17:33749009-33750048	61415	68.4410550852607
chr17:33921050-33921087	492	17.8523503926526
chr17:33925249-33925355	2031	21.5791854356263
chr17:33932724-33932860	7331	59.8820293984784
chr17:33935161-33935407	11414	52.2950341543331
chr17:33951416-33951607	6523	38.4432441078272
chr17:33953640-33953862	4743	24.070880252384
chr17:33954404-33954525	3077	28.22322521827
chr17:33954650-33954746	5655	68.8331762061673
chr17:33963360-33963476	2762	26.4215046551687
chr17:33966614-33966780	6715	44.9982508337286
chr17:33968896-33968995	4006	46.9351689742909
chr17:33977549-33977809	13516	58.4925289720127
chr17:33984618-33984811	1950	12.6690363191293
chr17:33997876-33997918	1481	48.6663710537324
chr17:33998773-33998920	2443	20.8125163809776
chr17:34001195-34001341	3586	27.294387909342
chr17:34009714-34009844	1041	9.64716018731671
chr17:34036243-34036328	4148	53.9732812163823
chr17:34037253-34037340	165	2.1374535626437
chr17:34044214-34044369	1300	9.32194552213278
chr17:34050644-34050719	2975	43.8008340619781
chr17:39114853-39115112	5403	25.2160992065964
chr17:39116533-39116754	8520	48.3818521321575
chr17:39118414-39118540	3410	31.7010425580719
chr17:39118654-39118816	10947	75.8516749519284
chr17:39119879-39120036	6563	51.725447673621
chr17:39120698-39120781	2262	30.4762014666996
chr17:39122641-39123109	25261	60.9524029333992
chr17:39211092-39211464	0	0
chr17:39670275-39670373	3862	44.1469223622708
chr17:39670901-39670927	597	30.6527477381201
chr17:39671724-39671945	8941	55.8293148536453
chr17:39672137-39672263	7639	78.0237347798939
chr17:39672356-39672518	10146	87.5928854621971
chr17:39673060-39673217	1572	13.7944296695746
chr17:39673335-39673418	2234	36.8775707749433
chr17:39674582-39675080	15320	41.3429803129015
chr17:40811522-40811571	2634	75.9326379841046
chr17:40811852-40811965	4331	51.9420551811362
chr17:40812167-40812335	1610	13.2121522362861
chr17:40812657-40812726	3522	56.3009698941777
chr17:40814991-40815071	1483	25.7642688002061
chr17:40815395-40815522	10577	99.5944081385252
chr17:40817494-40817581	5817	91.6393770008928
chr17:40817696-40817846	2749	25.4964175492998
chr17:40818105-40818258	0	0
chr17:40818341-40818503	6057	52.5099404284755
chr17:40818621-40818819	15205	95.1454370905483
chr17:40820145-40820322	2576	20.4472238428428
chr17:40821448-40821640	4809	36.712942938383
chr17:40821936-40822395	9514	199.3730173944
chr17:40822591-40822724	3186	33.4740258598216
chr17:40823012-40823149	1382	19.6574741838745
chr17:40823369-40823577	7849	55.6474735396646
chr17:40824104-40824411	6344	36.1050956962215
chr17:40825194-40825315	3359	38.1668993772251
chr17:40825417-40825575	6981	61.8813496745751
chr17:40825661-40825853	7144	86.0052163750233
chr17:40825952-40826032	1097	19.0523320346691
chr17:40826372-40826428	1857	45.9142421406891
chr17:40828420-40828582	8689	78.9820770606901
chr17:41857831-41857955	6341	56.7709839541172
chr17:41858487-41858558	4227	65.7012510929671
chr17:41859142-41859261	3040	28.3463241387303
chr17:41860548-41860672	4452	42.0555357883993
chr17:41861205-41861262	3486	71.720138115177
chr17:42018296-42018321	338	17.5067994810332
chr17:42018511-42018583	988	18.943796235147
chr17:42018832-42019023	3057	22.2901135301951
chr17:42284610-42284736	4503	45.9970346682467
chr17:42284822-42284966	5795	52.0866297526927
chr17:42285067-42285139	2961	52.8554841823672
chr17:42285232-42285280	864	21.2495390957546
chr17:42286720-42286910	4393	31.446887843278
chr17:42287013-42287102	2793	37.4006351753411
chr17:42287492-42287603	8212	82.05102589229
chr17:42287686-42287842	4264	38.3791706683906
chr17:42288160-42288316	3500	31.4127826063831
chr17:42288407-42288521	3081	37.6966008278275
chr17:42288658-42288700	1245	33.0219743999805
chr17:42288974-42289116	2226	20.9677590707452
chr17:42289241-42289375	3817	36.8398554693176
chr17:42289712-42289823	2791	32.4743260804879
chr17:42290187-42290308	1776	18.3543451548779
chr17:42290586-42290651	2685	45.9447012662961
chr17:42293022-42293178	7308	54.9602804870855
chr17:42293274-42293358	2242	29.521359288579
chr17:42293897-42294073	8634	54.5887758186839
chr17:42295540-42295598	3811	90.8855336868002
chr17:42474936-42478822	214568	66.9840556402368
chr17:42483289-42483420	6178	52.3729952503979
chr17:42501717-42501861	4290	33.6421547439507
chr17:42512433-42512520	4424	56.256206650374
chr17:42513846-42513914	3917	66.5129691130927
chr17:42541840-42541913	2615	41.7249476350935
chr17:42552197-42552272	1763	25.9626814061801
chr17:42580694-42580739	1158	32.8001118557737
chr17:42881995-42883186	83697	82.271282211051
chr17:42928642-42928738	3448	40.1507898234225
chr17:42929078-42929186	3051	38.2694952492762
chr17:42929777-42929931	3508	29.4901283788701
chr17:42930664-42930759	1656	23.2301762344479
chr17:42930885-42931004	4462	51.5454165944508
chr17:42931637-42931725	3455	50.3554677332582
chr17:42931924-42932051	6095	62.055674476438
chr17:42932286-42932373	3763	51.5388707733673
chr17:42934443-42934526	2375	33.3775967641226
chr17:42936448-42936550	2351	28.4278278861042
chr17:42937273-42937414	5438	46.1632074513556
chr17:42937800-42937912	6020	64.2066334447445
chr17:42940081-42940275	7265	50.1771806664075
chr17:42941023-42941151	3998	41.7335166090169
chr17:42942298-42942434	3061	30.084761569714
chr17:42945175-42945266	592	7.59172080627196
chr17:42945655-42945719	3811	65.6117246053596
chr17:42949814-42949939	1474	14.5687948430757
chr17:42953302-42953469	3790	27.1916960862293
chr17:42956924-42957007	3168	45.4520771015828
chr17:42957922-42958013	2794	33.9864928580039
chr17:42959055-42959091	1949	60.0897275091873
chr17:42960461-42960527	3091	51.6232109166849
chr17:42961017-42961093	2097	31.0600470781164
chr17:42962624-42962703	3467	48.5009746613727
chr17:42963953-42964119	5166	38.5139166236181
chr17:42971785-42971890	4542	49.6646775682205
chr17:43138698-43138829	4206	44.8306719811342
chr17:43159012-43159121	2512	25.5598122119463
chr17:43163876-43164021	6867	61.0050913831822
chr17:43171053-43171172	3807	44.6648797532438
chr17:43173562-43173654	5613	67.5365440889212
chr17:43174496-43174613	2102	24.3508292386427
chr17:43175750-43175921	4765	34.9186374169037
chr17:43176773-43176882	8511	93.8868910305275
chr17:43180319-43180490	7775	56.9791484203627
chr17:43181077-43181245	13106	91.5611117459395
chr17:43182227-43182365	5591	45.8771609798693
chr17:43182987-43183008	170	8.6504968650764
chr17:45286789-45286924	2977	30.8017391609236
chr17:45291165-45291193	2608	102.579141892582
chr17:45297270-45297420	6445	59.1704782208488
chr17:45299048-45299222	13183	98.1657698091154
chr17:45299746-45299824	2688	40.1782673464129
chr17:45300380-45300409	1762	66.3306859727033
chr17:45909356-45909366	206	23.611049776845
chr17:45909466-45909572	6756	79.5943237004801
chr17:45911791-45911900	8784	94.2766572909512
chr17:45912719-45912766	2167	53.3073397205566
chr17:45913032-45913142	6232	67.6658607394022
chr17:45913399-45913469	5381	98.7652156356413
chr17:45913699-45913842	2551	24.5665621854133
chr17:45914116-45914487	15882	60.0927739258109
chr17:46030289-46030601	25775	99.930017789375
chr17:46606909-46607238	14821	62.2620941166429
chr17:46607690-46608267	15290	37.2181818550219
chr17:46700262-46700498	10081	51.2737035242994
chr17:46703115-46703632	10477	29.1594014126507
chr17:48212696-48212750	1538	32.4066367516323
chr17:48212918-48213015	1319	18.1262708472852
chr17:48213333-48213563	6263	38.1615156038588
chr17:48216628-48216682	2136	47.1315348019347
chr17:48216794-48216947	7526	67.7521384876495
chr17:48217458-48217594	5028	50.8799566706924
chr17:48218634-48218739	851	11.243066058258
chr17:48220963-48221084	2964	35.0258751521212
chr17:48222478-48222611	3973	38.6381929488952
chr17:48226508-48227875	61927	115.967951292832
chr17:48672354-48672423	2690	48.444882163596
chr17:48683259-48683631	13365	48.2514327234939
chr17:58524942-58525196	9011	39.548325900621
chr17:58529241-58529407	2278	18.8035567070102
chr17:58531663-58531854	5953	38.3015037708944
chr17:58533657-58533743	2798	35.9896480182221
chr17:58538024-58538149	5646	50.1460238711609
chr17:58539171-58539277	1614	19.5472386120664
chr17:58539355-58539423	2390	41.3375305209606
chr17:58541382-58541472	6166	75.8289350035675
chr17:58543652-58543821	7450	52.2924534477048
chr17:58556509-58556633	4797	42.9503324297066
chr17:58571827-58571979	5624	41.1374210556544
chr17:58577760-58577849	4495	55.8869098889929
chr17:58603155-58603293	3977	37.111538687494
chr17:62541966-62542066	3193	36.6371168712124
chr17:62542381-62542457	1789	29.2837526063059
chr17:62543718-62543920	5854	32.2742987825101
chr17:62547702-62547823	7403	67.9058408503022
chr17:62550974-62551112	4028	44.60193837014
chr17:62551938-62552117	6220	40.0562720363524
chr17:62553726-62553841	3592	36.957948043711
chr17:62557618-62557722	3094	32.9793198724193
chr17:62558889-62559085	5445	31.2796958239724
chr17:62567916-62568075	9776	68.3758549102417
chr17:62574610-62574695	2665	36.589024539093
chr17:62576907-62577110	8303	46.0594652690187
chr17:62579579-62579663	4983	68.6804694276817
chr17:62582204-62582289	4562	59.9155949404378
chr17:62587202-62587268	398	6.64734170485819
chr17:62589558-62589692	223	1.84648380690505
chr17:62594500-62594609	1472	14.9733050523573
chr17:62602720-62602759	792	23.6282651361149
chr17:62657947-62657999	0	0
chr17:63010375-63010948	38625	75.3029668888734
chr17:63014371-63014422	457	10.8568274152261
chr17:63049620-63049847	12660	63.3405954552994
chr17:63052429-63052712	7307	36.21895228651
chr17:67144968-67145067	3915	44.5113334986708
chr17:67145174-67145230	644	13.712315737947
chr17:67146125-67146205	1817	25.1009889629578
chr17:67148184-67148325	1660	13.0820580016485
chr17:67148503-67148623	4566	45.7967076062054
chr17:67149446-67149541	2938	42.4230701395964
chr17:67149612-67149688	4967	72.1919214445121
chr17:67149972-67150151	9149	60.0135565447596
chr17:67150376-67150468	5812	69.9313776324223
chr17:67151160-67151278	2752	35.5984414941801
chr17:67151946-67152067	3240	30.2958079469251
chr17:67152973-67153065	1652	24.4832233956379
chr17:67160215-67160296	3633	74.4083373885115
chr17:67161105-67161225	3150	37.4019169634001
chr17:67170422-67170536	3334	39.964450801776
chr17:67170748-67170919	3575	24.0847607903763
chr17:67171547-67171655	3214	33.5284604055122
chr17:67178294-67178432	969	9.03476479616068
chr17:67178816-67178950	2999	24.8547911220371
chr17:67181618-67181785	4512	31.1316975375123
chr17:67183822-67184021	9024	50.49293901064
chr17:67186499-67186619	6172	59.1224084656926
chr17:67187317-67187457	1445	14.1302387277752
chr17:67188704-67188795	4060	54.5064611870226
chr17:67189251-67189390	9538	77.7128537433738
chr17:67189634-67189754	3997	42.8146744931402
chr17:67189955-67190131	350	2.56654724482039
chr17:67190526-67190637	4441	47.3161976084321
chr17:67193205-67193264	291	8.5167481925
chr17:67197641-67197810	6278	44.0702945190264
chr17:67210845-67210993	311	3.21663392662501
chr17:67211956-67212142	7918	47.3818935662788
chr17:67212358-67212500	3744	30.3435532960563
chr17:67215686-67215913	1221	7.38908093471954
chr17:67217933-67218037	3230	35.6519365693924
chr17:67218674-67218839	4714	33.8910469629123
chr17:67221466-67221500	1100	37.5068875367723
chr17:68128229-68129486	79706	70.904978185154
chr17:72209727-72209856	2901	36.8485704587339
chr17:72218624-72218797	6296	52.1496363376026
chr17:72227027-72227139	3938	45.4145370748397
chr17:72233433-72233654	6730	41.4552017133995
chr17:72239513-72239609	2246	32.0945775729299
chr17:72240116-72240189	224	4.36742393872128
chr17:72245150-72245220	1544	30.1536527953013
chr17:72245483-72245539	1984	46.8778223026744
chr17:72246075-72246168	6646	99.5211786496798
chr17:72246404-72246497	1836	27.0759006479189
chr17:72248373-72248516	3900	37.9155951254826
chr17:72249220-72249406	10443	77.4151711305576
chr17:72249894-72249973	1905	33.0095849680977
chr17:72256268-72256349	1115	17.7227461755472
chr17:72277957-72278140	9514	70.7008074076481
chr17:72281179-72281341	4973	41.0871117051018
chr17:72283116-72283238	5405	49.1724233184291
chr17:72285733-72285876	669	6.44664301140925
chr17:72287159-72287273	11783	124.333085885845
chr17:72295857-72295997	5156	51.4779279097424
chr17:72297185-72297308	4565	43.4605354399488
chr17:72301358-72301582	21982	133.580910534272
chr17:72305392-72305528	5753	54.7189788170019
chr17:72306156-72306303	1899	18.053280650281
chr17:72308142-72308370	1267	7.66665287163294
chr17:72310260-72310356	3376	43.8689018811642
chr17:73035027-73035159	1788	16.6002002799362
chr17:73035304-73035367	6245	109.19993325927
chr17:73036187-73036259	3401	52.619558308671
chr17:73038276-73038373	2227	27.5702489881554
chr17:73038624-73038746	581	5.34153995257416
chr17:73942829-73942877	1556	38.2805083199753
chr17:73944332-73944539	3170	17.2123217133322
chr17:73945298-73945442	4017	30.998546334103
chr17:73945576-73945682	5431	57.71124619138
chr17:73945799-73945979	6282	42.1198654216054
chr17:73946855-73947046	6913	42.5159978590752
chr17:73947496-73947659	2686	19.1911649475508
chr17:73949532-73949702	5626	41.4737606865029
chr17:73951647-73951763	4971	47.5497557305429
chr17:73951909-73952029	8918	82.4762767084257
chr17:73953540-73953648	4264	48.7120730137711
chr17:73956296-73956457	1035	8.73676579645854
chr17:73969706-73969867	3252	22.8929542731471
chr17:73974615-73974775	2509	17.6316085722681
chr17:73975046-73975155	3006	39.3932990908424
chr17:73982274-73982366	4355	60.7456608435982
chr17:73987547-73987705	9460	80.1272745478059
chr17:73996222-73996344	5939	67.9615630156512
chr17:76672173-76672252	1431	23.2060617657906
chr17:76676272-76676427	5662	45.1881679363434
chr17:76677053-76677125	4953	79.4945385647937
chr17:76688499-76688578	2806	39.6994113424368
chr17:76694350-76694463	1940	19.0467602384994
chr17:76694902-76695051	1707	13.8093940794546
chr17:76696413-76696526	6287	75.4041680242079
chr17:76697753-76697834	1207	16.4728737197833
chr17:76698204-76698323	2607	25.459341532984
chr17:76698620-76698687	2826	47.2513670550385
chr17:76704279-76704344	1111	18.8341348304315
chr17:76705732-76705815	2334	35.0320914734929
chr17:76778284-76778306	104	6.26641428205803
chr17:76794502-76794634	6222	52.83414762137
chr17:76794990-76795106	4726	52.6339498551729
chr17:76795749-76795851	5022	60.7157638075532
chr17:76798406-76798618	3544	21.5846208933904
chr17:76799467-76800061	20571	48.7187032168085
chr17:76802238-76802369	429	4.59250017202759
chr17:76803041-76803719	21088	43.0608025665315
chr17:76808942-76809084	4022	36.4889053924924
chr17:76809855-76809956	2306	27.2519613701084
chr17:76810494-76810635	6552	54.4762049768878
chr17:76814749-76814861	2007	22.1146834541047
chr17:76816012-76816095	1644	22.1026992079994
chr17:76817073-76817144	2570	50.2199209983264
chr17:76818019-76818087	5428	92.1714863506605
chr17:76823327-76823430	933	12.4357823252346
chr17:76824979-76825090	1884	22.6511051746907
chr17:76831362-76831584	3495	21.7244937610286
chr17:76832193-76832446	8784	43.0588825362016
chr17:77768434-77769358	38726	59.006424752322
chr17:77769856-77769923	925	16.5033180562902
chr17:77770049-77770115	1798	34.8155784121754
chr17:77770296-77770340	4254	117.708391155209
chr17:77770729-77770798	1465	29.5757011078577
chr17:79287451-79287786	8541	35.7825793673955
chr17:79288208-79288263	609	15.3094071297784
chr17:79791605-79791729	4342	48.1626619820124
chr17:79792379-79792530	5274	48.1072069883658
chr17:79792640-79792830	6599	48.6905176783551
chr17:79880481-79880934	14191	46.0532341995927
chr17:79881026-79881062	348	10.5305531048343
chr17:80193885-80194108	10661	66.9902813569768
chr17:80194605-80194749	2020	19.6086282686003
chr17:80195014-80195770	30657	59.6658984351729
chr17:80196578-80196853	4148	20.8372138626841
chr17:80477765-80478184	3342	50.7826934340097
chr17:80521230-80521425	4843	33.2763857827947
chr17:80525930-80526078	4304	38.9054951543885
chr17:80529600-80529747	7984	63.6972531101668
chr17:80540617-80540811	4102	24.841338376977
chr17:80541889-80542065	5491	45.6996585051621
chr17:80543780-80544077	11918	56.2921065657807
chr17:80544939-80545149	5267	32.5264518045337
chr17:80559179-80559376	7414	52.7025873924188
chr18:5394682-5394793	2696	28.418774464536
chr18:5395066-5395147	5725	79.6405614026472
chr18:5395608-5395707	1789	23.2060617657906
chr18:5396200-5396332	4204	35.3741534159204
chr18:5397057-5397426	12323	44.8578069779398
chr18:5398020-5398143	9661	87.1876081187713
chr18:5406776-5406968	11928	72.9655281224895
chr18:5407700-5407736	1397	52.3495140023254
chr18:5410565-5410619	1366	36.5950843735727
chr18:5415817-5416378	12168	28.2130481397497
chr18:5419710-5419877	7252	58.1360410458619
chr18:5423377-5423553	10889	72.0781726235241
chr18:5424261-5424359	6222	70.3342468266561
chr18:5428312-5428465	6505	47.2699854567694
chr18:5433468-5433556	3850	49.1841708084929
chr18:5433902-5434121	9589	52.8955613289478
chr18:5438034-5438110	2399	34.8705669231282
chr18:5443837-5443880	1206	31.7691671445723
chr18:5445139-5445244	5312	56.0771536751589
chr18:5478240-5478438	8683	48.82550817895
chr18:5489000-5489183	3403	63.5388771629851
chr18:8718449-8718647	3387	20.0950370330869
chr18:8720336-8720495	8222	58.1571479158445
chr18:8777831-8777891	1696	31.1104544436124
chr18:8783528-8784842	63060	67.5748284421744
chr18:8785934-8786090	3125	50.977738695104
chr18:8792996-8793119	4151	42.204909051189
chr18:8796230-8796461	9400	49.1701799735941
chr18:8798095-8798290	3199	23.0614162484586
chr18:8806891-8807059	3550	29.5748226793461
chr18:8812977-8813232	7972	41.9355181414904
chr18:8818961-8819258	17288	80.4236045358819
chr18:8821465-8821497	489	21.2945220667534
chr18:8824697-8826231	80178	73.5217985979176
